,Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,EXPERIENCE,AGE
1769,325000,business analyst,BANGALORE,m,89.6,state board,2011,95.8,state board,9748,2,B.Tech/B.E.,computer science & engineering,72.45,Telangana,2015,545,545,690,-0.0154,-1.9521,-1.527,0.1459,-2.9686,0,21
1770,300000,quality assurance test engineer,PUNE,f,76.0,cbse,2009,77.0,cbse,1622,2,B.Tech/B.E.,information technology,76.13,Madhya Pradesh,2013,500,545,605,0.1282,0.3789,-0.2974,-0.1076,-1.0524,1,24
1771,240000,software developer,UNKNOWN,m,74.33,up board,2006,77.0,up board,144,2,B.Tech/B.E.,information technology,76.0,Uttar Pradesh,2011,475,415,565,-0.2628,-1.8393,0.0914,-1.3478,0.5024,1,26
1772,240000,junior software engineer,NOIDA,m,54.0,cbse,2005,70.0,cbse,973,2,B.Tech/B.E.,computer engineering,65.0,Uttar Pradesh,2010,375,435,485,0.2009,1.2808,0.8171,0.0623,0.1864,1,28
1773,150000,software developer,CHENNAI,f,84.0,state board,2009,77.0,state board,3944,2,B.Tech/B.E.,computer science & engineering,77.6,Tamil Nadu,2013,605,475,325,0.1282,-0.6201,0.1637,-0.3612,0.0973,2,23
1774,220000,sales engineer,KOLKATA,m,83.0,state board,2009,72.0,state board,11153,2,B.Tech/B.E.,applied electronics and instrumentation,75.0,West Bengal,2013,380,595,680,0.7027,0.2124,0.9322,0.9066,-0.2859,2,24
1775,120000,customer service representative,HYDERABAD,m,87.2,state board,2009,85.9,state board,8353,2,B.Tech/B.E.,electronics and communication engineering,63.75,Telangana,2013,525,510,430,0.1282,-0.1206,0.1637,0.5262,-0.0943,1,24
1776,120000,software engineer,DELHI,m,82.28,icse,2010,87.2,cbse,8840,2,B.Tech/B.E.,computer and communication engineering,77.26,Uttar Pradesh,2014,560,540,475,0.2718,0.7119,1.3933,-2.2627,0.2889,1,22
1777,650000,technology analyst,HYDERABAD,m,88.0,cbse,2006,81.4,cbse,1390,2,B.Tech/B.E.,computer engineering,75.57,Uttar Pradesh,2011,705,625,625,0.51,1.2808,0.0914,-0.7603,0.5024,4,26
1778,375000,associate software engineer,NOIDA,m,90.2,cbse,2006,82.4,cbse,10950,1,B.Tech/B.E.,chemical engineering,75.0,Punjab,2010,645,615,695,-0.4173,0.1888,0.3817,0.0623,0.0284,1,27
1779,305000,software developer,BANGALORE,m,60.0,cbse,2009,66.0,state board,15866,2,B.Tech/B.E.,computer science & engineering,60.0,Haryana,2013,555,440,310,0.7027,0.0459,0.4711,-0.995,-0.2859,1,24
1780,155000,network engineer,NOIDA,m,75.0,cbse,2008,58.0,cbse,378,2,B.Tech/B.E.,computer engineering,62.17,Haryana,2012,425,485,295,1.2828,0.9688,0.4906,0.4148,0.3444,2,25
1781,360000,application developer,UNKNOWN,f,77.8,cbse,2009,79.4,cbse,1622,2,B.Tech/B.E.,computer engineering,80.0,Madhya Pradesh,2013,520,655,825,0.2718,1.0449,0.01,-0.8682,0.2889,2,24
1782,400000,business system analyst,PUNE,m,93.0,cbse,2010,85.6,cbse,272,2,B.Tech/B.E.,electronics and communication engineering,89.0,Punjab,2014,605,545,680,-0.4463,1.7109,-0.4511,-0.4879,1.6302,1,24
1783,240000,process engineer,MUMBAI,m,78.0,icse,2009,75.0,cbse,7765,2,B.Tech/B.E.,mechanical engineering,73.0,Uttar Pradesh,2014,630,555,570,1.7081,-0.1206,0.01,-1.7556,0.2889,1,25
1784,400000,application developer,INDORE,m,88.4,cbse,2009,91.0,cbse,1622,2,B.Tech/B.E.,computer engineering,70.35,Madhya Pradesh,2013,590,595,680,0.4155,1.2114,0.3174,-0.7415,0.6721,2,23
1785,240000,project engineer,MUMBAI,m,71.6,ssc,2006,71.0,hsc,1358,2,B.Tech/B.E.,electronics and electrical engineering,60.38,Maharashtra,2010,465,395,595,-2.1175,-1.3713,-2.6662,1.4724,0.0284,3,27
1786,505000,quality associate,CHENNAI,m,75.1,anglo indian,2006,81.2,state board,519,2,B.Tech/B.E.,electronics and communication engineering,71.0,Tamil Nadu,2010,505,305,495,1.7465,0.3448,-0.344,-0.0552,0.8183,5,27
1787,105000,network engineer,NOIDA,m,74.5,up board,2005,72.8,up board,66,2,B.Tech/B.E.,electronics and communication engineering,71.41,Uttar Pradesh,2010,325,445,395,0.2009,0.0328,0.9623,0.2973,-0.4455,1,27
1788,220000,software test engineer,CHENNAI,m,72.0,state board,2007,60.0,state board,1245,2,B.Tech/B.E.,computer engineering,64.0,Tamil Nadu,2012,345,375,315,-1.1128,-1.3713,-0.344,1.1492,-2.6572,3,25
1789,300000,programmer analyst,BANGALORE,m,78.4,cbse,2008,71.8,cbse,8195,1,B.Tech/B.E.,information technology,74.24,Delhi,2013,425,570,595,0.4155,0.5454,-2.7565,-1.6289,0.2889,1,23
1790,300000,software engineer,NAVI MUMBAI,m,65.0,cbse,2009,67.0,cbse,7736,2,B.Tech/B.E.,computer science & engineering,71.18,Chhattisgarh,2013,535,455,405,-0.5899,-0.9531,-1.2196,-1.1218,-0.8608,1,24
1791,75000,research associate,DELHI,m,54.0,state,2006,63.0,state,6434,2,B.Tech/B.E.,electronics and communication engineering,71.0,Uttarakhand,2012,385,485,355,-1.1901,0.0328,0.9623,0.884829999999999,-0.168999999999999,1,25
1792,200000,product engineer,FARIDABAD,m,84.2,cbse,2010,76.2,cbse,387,2,B.Tech/B.E.,mechanical engineering,64.5,Uttar Pradesh,2015,560,470,500,0.4155,0.5454,1.8543,-0.1076,0.8637,0,24
1793,350000,engineer trainee,NASIK,f,69.73,state board,2008,75.5,state broad,8743,2,B.Tech/B.E.,industrial engineering,65.0,Maharashtra,2012,395,425,554,-0.0154,0.0459,-1.2196,-1.1218,0.2889,1,24
1794,380000,associate system engineer,UNKNOWN,m,92.12,icse,2009,81.0,icse,14541,1,B.Tech/B.E.,electronics and electrical engineering,82.2,Orissa,2013,675,640,530,1.4208,1.5444,0.7785,-0.7415,-0.2859,1,24
1795,410000,system engineer,UNKNOWN,m,74.0,up board,2006,76.6,up board,198,2,B.Tech/B.E.,mechanical engineering,73.6,Uttar Pradesh,2012,475,575,615,-0.5719,1.2028,-0.8157,0.41483,-0.2875,2,25
1796,180000,quality analyst,NOIDA,m,65.0,cbse,2008,56.0,cbse,11759,2,MCA,computer application,67.37,Uttarakhand,2014,465,560,365,1.4208,1.2114,0.6248,-1.7556,0.4805,1,25
1797,300000,lecturer,GANDHI NAGAR,m,92.0,state board,2008,77.8,state board,9806,2,B.Tech/B.E.,instrumentation and control engineering,79.0,Gujarat,2012,385,565,430,0.8463,-0.1206,-0.6048,-0.3612,0.4805,3,25
1798,145000,software developer,KOLKATA,m,74.0,wbbse,2007,71.0,wbbhse,13040,2,B.Tech/B.E.,information technology,80.7,West Bengal,2012,500,520,455,-1.308,1.3779,1.0859,-0.6147,-0.6692,2,25
1799,700000,software developer,HYDERABAD,m,69.4,cbse,2008,61.2,cbse,6434,2,B.Tech/B.E.,computer engineering,78.8,Uttarakhand,2012,395,565,655,-1.3447,-0.7473,-0.9245,0.41483,-0.8799,3,24
1800,325000,system engineer,HYDERABAD,f,75.6,icse,2010,84.0,icse,6874,2,B.Tech/B.E.,computer science & engineering,75.6,Uttarakhand,2014,675,570,630,0.4155,0.5454,0.9322,-0.2344,-0.0943,1,23
1801,170000,databassociate software engineer administrator,BHOPAL,m,71.4,state board,2007,68.8,state board,547,2,MCA,computer application,79.1,Madhya Pradesh,2013,395,425,590,-1.7389,-2.1186,-2.2954,0.0192,-1.8189,2,26
1802,220000,process control engineer,MYSORE,m,75.0,cbse,2010,75.0,cbse,272,2,B.Tech/B.E.,electronics and communication engineering,73.0,Punjab,2014,310,450,500,-0.5899,-0.2871,0.6248,0.9066,-0.0943,1,23
1803,330000,software engineer,CHENNAI,f,89.6,state board,2010,85.7,state board,4359,2,B.Tech/B.E.,computer science & engineering,71.9,Telangana,2014,490,495,355,0.5591,-0.7866,-1.527,-0.3612,0.4805,1,22
1804,360000,software developer,UNKNOWN,m,84.0,state board,2008,75.6,cbse,231,2,B.Tech/B.E.,electronics & telecommunications,68.0,Maharashtra,2012,720,620,590,-1.4517,-1.4526,-2.2954,-0.2344,-2.2021,2,25
1805,180000,software test engineer,UNKNOWN,m,71.66,state board,2009,86.8,state board,11852,2,B.Tech/B.E.,computer science & engineering,73.1,Andhra Pradesh,2013,465,545,545,-0.4463,0.5454,0.4711,-0.2344,-0.6692,2,23
1806,300000,technical consultant,UNKNOWN,m,88.5,state board,2010,95.2,state board,1341,2,B.Tech/B.E.,mechanical engineering,78.36,Telangana,2014,465,520,525,0.7027,0.0459,-0.9122,-0.1076,-0.6692,1,22
1807,300000,associate software engineer,UNKNOWN,m,81.0,cbse,2009,67.7,cbse,12926,2,B.Tech/B.E.,information technology,67.7,Punjab,2013,510,480,705,1.2772,0.2124,-1.2196,-0.2344,1.247,1,22
1808,140000,technical support engineer,DELHI,m,64.0,cbse,2006,58.4,cbse,347,2,B.Tech/B.E.,information technology,73.0,Uttar Pradesh,2010,505,565,465,-2.272,-0.1232,-0.7794,0.1798,0.5024,3,26
1809,405000,system engineer,MUMBAI,m,82.8,state board,2008,73.11,state board,2766,2,B.Tech/B.E.,electronics and communication engineering,71.81,Madhya Pradesh,2012,510,495,340,1.5644,0.7119,-0.9122,-2.5163,-0.6692,2,24
1810,145000,software engineer,GURGAON,m,66.0,rbse,2006,55.0,rbse,4948,2,B.Tech/B.E.,computer engineering,66.0,Rajasthan,2010,405,585,415,-1.0355,0.5008,-0.0537,1.4724,1.4502,1,27
1811,200000,programmer analyst,BANGALORE,m,70.3,state board,2010,73.2,state board,11869,2,B.Tech/B.E.,electronics and communication engineering,67.46,Andhra Pradesh,2014,420,350,295,1.8517,0.3789,-0.7585,-0.6147,0.6721,1,22
1812,325000,test engineer,CHENNAI,m,88.0,cbse,2009,72.0,cbse,7557,2,B.Tech/B.E.,computer science & engineering,71.0,Delhi,2014,490,675,680,-0.7335,-0.7866,0.6248,1.5404,-1.0524,1,23
1813,495000,system engineer,MUMBAI,m,83.0,ssc,2005,88.0,board of intermediate,495,2,MCA,computer application,82.0,Telangana,2011,535,505,515,0.6646,0.1888,-0.0537,-0.6428,-0.2875,3,27
1814,85000,account executive,TRIVANDRUM,f,77.0,cbse,2007,70.0,cbse,5442,2,B.Tech/B.E.,electronics and communication engineering,69.34,Kerala,2011,505,445,445,0.9737,-0.9033,0.0914,-1.8179,-1.2354,1,27
1815,205000,java software engineer,GURGAON,m,54.0,state board,2010,62.0,state board,11759,2,B.Tech/B.E.,computer science & engineering,62.0,Uttarakhand,2014,380,350,135,-0.0154,-0.6201,-0.7585,-0.7415,0.0973,1,22
1816,560000,system engineer,BANGALORE,m,92.8,cbse,2007,88.66,cbse,1866,2,B.Tech/B.E.,electronics & telecommunications,84.13,Karnataka,2011,355,505,615,-1.1901,-0.4353,-2.0856,2.0599,-0.2875,3,26
1817,120000,lecturer,MADURAI,f,73.0,cbse,2007,82.56,cbse,4522,2,B.Tech/B.E.,electronics and communication engineering,73.0,Tamil Nadu,2010,404,455,385,0.2009,-2.6193,0.9623,1.1199,-0.7615,4,26
1818,150000,customer service representative,UNKNOWN,m,64.0,gseb,2006,49.5,gseb,988,2,B.Tech/B.E.,electronics and communication engineering,54.0,Gujarat,2010,595,595,535,0.0464,-0.2793,0.8171,2.1774,1.1343,3,27
1819,240000,software engineer,KOLKATA,m,74.0,icse,2008,69.0,icse,13599,2,B.Tech/B.E.,computer science & engineering,76.2,West Bengal,2013,650,555,650,0.2718,0.8784,0.1637,-2.0092,-1.244,1,25
1820,250000,sales executive,GURGAON,m,76.8,cbse,2008,65.0,cbse,272,2,B.Tech/B.E.,computer engineering,66.6,Punjab,2012,435,464,525,0.9737,-0.5523,-1.4688,-1.1128,-1.2354,3,25
1821,295000,product development engineer,GURGAON,m,75.2,state board,2009,84.6,state board,7376,2,B.Tech/B.E.,mechanical engineering,68.8,Uttar Pradesh,2013,415,545,545,-0.5899,-1.9521,-1.0659,0.9066,-0.8608,2,24
1822,550000,business office manager,MUMBAI,m,82.0,state board,2009,88.4,state board,13193,2,B.Tech/B.E.,electronics and electrical engineering,72.46,Chhattisgarh,2013,660,460,635,-0.159,-1.2861,-2.7565,0.0192,-2.5853,1,24
1823,115000,programmer,HYDERABAD,f,90.0,ssc,2008,93.0,board of intermediate,8970,2,B.Tech/B.E.,computer engineering,83.7,Telangana,2012,425,515,395,0.3555,-0.2793,0.2366,1.4724,0.5419,1,25
1824,600000,embedded software engineer,BANGALORE,m,76.33,"board of secondary education,ap",2008,86.1,"board of intermediate education,ap",1141,2,B.Tech/B.E.,electronics and communication engineering,73.31,Andhra Pradesh,2012,415,415,705,0.9737,0.6568,-0.9245,-1.4066,0.0284,2,25
1825,110000,quality associate,CHENNAI,m,67.0,state board,2009,64.0,state board,8131,2,B.Tech/B.E.,information technology,62.0,Tamil Nadu,2013,325,370,260,0.5591,0.2124,0.9322,1.1601,1.4386,1,24
1826,200000,research associate,BANGALORE,m,80.1,matriculation,2008,78.34,state board,8011,2,B.Tech/B.E.,electronics and communication engineering,79.23,Tamil Nadu,2012,505,575,635,-0.4173,-0.2793,0.672,-0.76027,-0.643,0,24
1827,410000,java developer,HYDERABAD,f,80.83,ssc,2008,92.2,bie,9837,2,B.Tech/B.E.,computer engineering,78.85,Telangana,2012,445,605,625,0.6646,0.7348,-1.1422,0.4148,-0.4455,3,24
1828,325000,system engineer,CHENNAI,f,69.0,icse,2010,93.6,state board,12434,2,B.Tech/B.E.,electronics and communication engineering,78.3,Andhra Pradesh,2014,455,485,535,1.1336,0.8784,1.547,-0.8682,0.4805,1,22
1829,445000,system engineer,UNKNOWN,m,89.4,cbse,2006,68.0,cbse,1866,2,B.Tech/B.E.,electronics and communication engineering,68.3,Karnataka,2011,635,525,525,0.0464,0.3448,0.9623,-0.2902,0.5024,3,26
1830,155000,java developer,KOCHI,m,64.0,state board,2007,60.0,state board,4866,2,MCA,computer application,77.0,Tamil Nadu,2013,385,410,330,-0.8772,-0.1206,1.3933,0.3995,0.2889,1,25
1831,415000,programmer analyst,HYDERABAD,m,76.67,ssc,2008,82.6,bie,8818,2,B.Tech/B.E.,information technology,66.39,Telangana,2012,565,565,415,0.3555,1.5538,0.3817,-0.29027,0.6603,2,25
1832,335000,programmer analyst,CHENNAI,m,77.83,cbse,2010,69.6,cbse,449,2,B.Tech/B.E.,electronics and electrical engineering,75.4,Tamil Nadu,2013,630,675,500,1.7081,1.5444,1.3933,-1.3753,1.0554,1,22
1833,180000,business analyst,HYDERABAD,f,76.0,ssc,2008,81.0,ssc,11168,2,B.Tech/B.E.,aeronautical engineering,77.0,Telangana,2012,395,395,535,-0.880999999999999,-0.9033,-0.7068,-0.407769999999999,0.3444,2,25
1834,240000,application engineer,MUMBAI,m,57.0,cbse,2008,49.0,cbse,11982,2,B.Tech/B.E.,computer engineering,65.0,Orissa,2012,355,395,255,-1.3447,0.6178,-0.1626,1.1199,-0.9194,1,24
1835,260000,application developer,UNKNOWN,m,57.67,uttar pradesh,2007,74.0,uttar pradesh,2540,2,B.Tech/B.E.,computer engineering,76.26,Uttar Pradesh,2012,555,495,810,0.3941,0.8128,0.2366,-1.3184,0.3444,2,25
1836,120000,quality control inspector,BHARUCH,m,83.14,ghseb,2006,58.0,ghseb,412,2,B.Tech/B.E.,chemical engineering,69.94,Gujarat,2010,595,435,475,-2.272,0.3448,-1.2148,-0.0552,0.3444,1,28
1837,40000,product design engineer,UNKNOWN,m,79.2,state board,2009,89.33,state board,9099,2,B.Tech/B.E.,electrical engineering,77.0,Tamil Nadu,2013,380,400,470,-1.0208,-0.7866,-1.0659,-0.3612,-2.5853,1,23
1838,190000,quality analyst,HYDERABAD,m,50.0,icse,2009,56.0,state board,1428,2,B.Tech/B.E.,electronics and communication engineering,62.15,Telangana,2013,405,330,210,-0.159,-0.1206,0.3174,0.0192,0.2889,1,24
1839,205000,oracle dba,DELHI,m,61.0,cbse,2004,60.3,cbse,1744,2,MCA,computer application,71.0,Uttar Pradesh,2014,490,420,390,0.1282,0.2124,0.01,-0.4879,0.2889,1,29
1840,105000,software developer,UNKNOWN,f,91.21,state board,2010,79.9,state board,473,2,B.Tech/B.E.,information technology,61.89,Maharashtra,2014,525,520,595,-0.4463,-2.1186,0.1637,0.5262,-2.3937,1,23
1841,305000,senior software engineer,BANGALORE,f,78.0,cbse,2008,66.6,cbse,3879,2,B.Tech/B.E.,electronics and electrical engineering,63.0,Madhya Pradesh,2012,585,315,455,-1.3447,-0.2012,0.4906,-0.407769999999999,-1.0774,2,25
1842,180000,rf engineer,BANGALORE,m,62.0,up,2006,59.0,up,12478,2,B.Tech/B.E.,electronics and communication engineering,65.16,Uttar Pradesh,2012,375,435,455,0.3941,-0.9033,-1.5051,-0.9659,-1.2354,2,24
1843,280000,software test engineer,HYDERABAD,m,61.0,state board,2008,63.0,state board,5818,2,B.Tech/B.E.,electronics & telecommunications,68.7,Orissa,2013,310,390,295,-2.457,-0.4536,-0.2974,3.0617,1.247,2,24
1844,195000,software developer,UNKNOWN,f,89.33,state board,2010,95.5,state board,14651,1,B.Tech/B.E.,electronics and communication engineering,79.96,Telangana,2014,545,520,645,0.5591,0.8784,0.6248,0.653,1.0554,1,23
1845,150000,office coordinator,DELHI,f,49.0,cbse,2010,60.0,cbse,14852,2,B.Tech/B.E.,electronics and communication engineering,68.0,Uttar Pradesh,2014,475,485,485,-0.3027,1.2114,0.1637,0.3995,1.247,1,22
1846,600000,quality analyst,BANGALORE,m,79.0,cbse,2007,70.0,cbse,78,2,B.Tech/B.E.,electronics and communication engineering,65.0,Uttar Pradesh,2011,475,585,625,-1.1901,0.1888,-0.0537,0.2973,-0.4455,4,24
1847,650000,senior software engineer,HYDERABAD,m,81.83,board of secondary education,2006,87.6,board of intermediate education,4036,2,B.Tech/B.E.,electronics and electrical engineering,65.39,Andhra Pradesh,2010,375,355,565,-0.5719,-0.7473,-0.344,0.0623,-0.6035,3,26
1848,310000,software engineer,CHENNAI,f,65.0,cbse,2009,57.8,cbse,15623,2,B.Tech/B.E.,computer science & engineering,68.0,Chhattisgarh,2013,475,470,320,0.5591,0.3789,-0.4511,-1.3753,0.0973,1,24
1849,325000,system engineer,CHENNAI,m,86.6,cbse,2009,73.2,cbse,347,2,B.Tech/B.E.,information technology,75.0,Uttar Pradesh,2014,640,545,605,-1.5953,-0.9531,0.01,0.7798,0.4805,1,24
1850,400000,business analyst,HYDERABAD,m,77.0,board of secondary education,2007,83.7,board of intermediate education,6164,2,B.Tech/B.E.,computer engineering,68.75,Telangana,2011,445,465,415,-2.1175,1.2808,1.3977,-0.0552,1.4502,1,26
1851,435000,system engineer,DELHI,f,80.6,cbse,2006,79.6,cbse,51,2,B.Tech/B.E.,electronics and communication engineering,72.45,Uttar Pradesh,2011,415,425,625,0.51,0.9688,0.3817,0.6498,0.8183,3,27
1852,525000,quality engineer,UNKNOWN,m,78.16,state board,2008,73.2,state board,7738,2,B.Tech/B.E.,computer science & engineering,76.54,Uttar Pradesh,2012,380,570,650,0.4155,-0.4536,0.4711,-1.2486,-0.0943,1,24
1853,240000,java software engineer,UNKNOWN,f,64.0,state board,2009,69.2,state board,172,2,B.Tech/B.E.,information technology,71.8,Uttar Pradesh,2014,485,460,425,0.1282,-0.6201,0.1637,-0.7415,-0.6692,1,23
1854,360000,php developer,UNKNOWN,f,82.0,state board,2009,66.0,state board,11635,2,B.Tech/B.E.,computer engineering,63.0,Maharashtra,2013,615,500,455,0.8192,1.3198,0.3817,-0.9953,0.3444,2,24
1855,340000,programmer analyst,UNKNOWN,m,87.6,icse,2009,92.5,icse,1906,2,B.Tech/B.E.,computer science & engineering,88.3,West Bengal,2013,720,545,825,-1.5953,0.0459,-0.2974,-0.6147,-0.4776,2,24
1856,330000,system engineer,PUNE,m,69.0,state board,2010,66.15,state board,347,2,B.Tech/B.E.,electronics and communication engineering,77.0,Uttar Pradesh,2014,430,475,680,1.2772,-0.1206,0.4711,-0.7415,-1.0524,1,21
1857,215000,software engineer,BANGALORE,f,80.0,cbse,2009,77.0,cbse,7720,2,B.Tech/B.E.,electronics and electrical engineering,77.0,Orissa,2013,500,450,445,0.7027,0.7119,0.3174,-1.5021,1.0554,2,25
1858,330000,project engineer,UNKNOWN,m,62.0,board of school education uttarakhand,2009,62.0,board of school education uttarakhand,272,2,B.Tech/B.E.,civil engineering,70.49,Punjab,2013,380,415,530,-1.1644,-1.6191,-0.2974,0.9066,-0.4776,1,23
1859,100000,software engineer,CHENNAI,m,88.66,state board,2010,94.1,state board,12941,2,B.Tech/B.E.,electronics and communication engineering,84.78,Andhra Pradesh,2014,545,625,750,0.8463,0.2124,-0.9122,-2.3895,-1.4356,0,22
1860,240000,customer service,HYDERABAD,m,75.0,cbse,2008,77.0,cbse,11986,2,B.Tech/B.E.,information technology,55.0,Andhra Pradesh,2012,755,465,355,-2.272,-3.1264,-3.8636,0.2973,-3.6051,2,25
1861,400000,software engineer,GURGAON,m,89.2,cbse,2010,87.25,cbse,8195,1,B.Tech/B.E.,computer science & engineering,77.3,Delhi,2014,580,555,705,-0.4463,0.3789,0.7785,0.3995,0.0973,1,23
1862,150000,network engineer,DELHI,m,80.0,cbse,2008,59.0,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,69.76,Uttar Pradesh,2013,465,475,465,-1.9629,-0.1232,-0.7794,0.0622299999999999,-1.2354,1,25
1863,200000,web developer,BANGALORE,f,64.0,cbse,2006,68.0,cbse,712,2,B.Tech/B.E.,electronics and communication engineering,61.0,Karnataka,2010,465,545,645,1.1283,0.0328,0.2366,-1.8179,-1.2354,0,31
1864,205000,technical support engineer,GURGAON,m,78.0,cbse,2010,68.0,cbse,2637,2,B.Tech/B.E.,computer science & engineering,63.5,Haryana,2014,625,485,235,-0.3027,0.2124,0.1637,0.1459,-0.0943,1,23
1865,320000,manufacturing engineer,DELHI,m,64.0,cbse,2008,62.8,cbse,350,2,B.Tech/B.E.,electronics and electrical engineering,71.0,Uttar Pradesh,2013,580,435,370,0.51,-0.5913,0.5269,1.3549,-0.8799,2,25
1866,150000,java software engineer,AHMEDABAD,m,80.14,gseb,2003,69.53,gseb/technical education board,984,2,B.Tech/B.E.,computer engineering,60.0,Gujarat,2010,615,555,365,0.51,1.2808,0.8171,-1.2303,-0.1295,2,30
1867,200000,application engineer,NOIDA,m,72.0,cbse,2010,70.0,cbse,350,2,B.Tech/B.E.,electronics and communication engineering,62.0,Uttar Pradesh,2014,370,475,545,-1.8825,-0.9531,0.3174,-1.2486,0.0973,1,23
1868,300000,programmer analyst,PUNE,f,93.3,state board,2010,84.0,cbse,2925,2,B.Tech/B.E.,computer science & engineering,78.2,Haryana,2014,455,360,450,0.5591,0.8784,0.1637,0.9066,1.247,1,24
1869,280000,research analyst,PUNE,m,61.63,cbse,2009,53.17,cbse,7236,2,B.Tech/B.E.,computer engineering,60.0,Maharashtra,2012,485,415,215,-0.7264,0.1888,-0.7794,-0.7603,0.3049,3,28
1870,180000,software engineer,NAGPUR,m,73.73,"msbshse,pune",2005,72.5,"msbshse,pune",127,2,MCA,computer application,65.0,Maharashtra,2011,535,645,435,-2.1175,-0.4353,-0.9245,-1.2303,-1.0774,2,28
1871,250000,system engineer,DELHI,m,59.0,state board,2009,72.0,state board,7600,2,B.Tech/B.E.,computer science & engineering,72.0,Uttar Pradesh,2013,475,375,315,-2.272,0.3448,-1.2148,1.23732999999999,-2.0648,1,23
1872,495000,application engineer,COIMBATORE,m,94.4,tamilnadu state board,2008,94.16,tamilnadu state board,3076,2,B.Tech/B.E.,mechanical engineering,87.2,Tamil Nadu,2012,495,585,585,-0.3014,0.3448,-0.344,-0.43717,0.3444,3,24
1873,325000,software engineer,PUNE,f,80.46,state board,2013,79.19,cbse,13271,2,B.Tech/B.E.,information technology,61.64,Maharashtra,2013,395,705,355,1.2772,0.7119,0.1637,-1.2486,0.8637,1,24
1874,445000,system engineer,BANGALORE,m,76.48,sslc,2008,77.16,pu board,3801,2,B.Tech/B.E.,electronics and electrical engineering,79.3,Karnataka,2012,485,485,285,-2.5811,-3.0094,-2.0131,0.1798,-3.763,3,25
1875,225000,rf engineer,KOLKATA,m,82.25,state board,2009,83.6,state board,1906,2,B.Tech/B.E.,electronics and communication engineering,82.9,West Bengal,2013,440,680,665,1.1336,1.2114,0.1637,-2.136,1.247,2,24
1876,365000,business system analyst,GURGAON,m,91.4,cbse,2009,83.8,cbse,9019,2,B.Tech/B.E.,electronics and communication engineering,76.5,Haryana,2013,440,500,840,-2.1698,-0.2871,0.6248,0.1459,-1.244,2,24
1877,290000,software engineer,BANGALORE,m,87.2,state board,2009,91.3,state board,1182,2,B.Tech/B.E.,electronics and communication engineering,82.4,Karnataka,2013,370,495,310,-0.4463,-0.6201,-0.6048,0.3995,-1.8189,1,24
1878,375000,manager,TORNAGALLU,m,88.5,icse,2008,82.8,cbse,8440,1,B.Tech/B.E.,metallurgical engineering,78.1,Orissa,2013,725,605,615,1.8517,1.0449,0.4711,-2.5163,-0.4776,1,25
1879,375000,junior research fellow,CHANDIGARH,m,84.6,cbse,2010,70.4,cbse,14004,2,B.Tech/B.E.,civil engineering,75.0,Himachal Pradesh,2014,580,625,545,1.5644,1.7109,0.7785,-0.8682,1.247,1,23
1880,200000,technical support specialist,UNKNOWN,m,56.16,state board,2006,54.08,state board,11942,2,B.Tech/B.E.,electronics and communication engineering,61.28,Uttar Pradesh,2012,465,495,355,0.7027,0.3789,0.4711,0.7798,-0.2859,1,26
1881,500000,business analyst,GURGAON,m,87.0,cbse,2009,82.0,cbse,6920,1,B.Tech/B.E.,electronics and communication engineering,74.0,Delhi,2013,545,605,765,0.4155,-0.2871,-0.7585,-1.8824,-0.6692,2,25
1882,720000,ux designer,JABALPUR,m,82.0,cbse,2009,69.0,cbse,57,2,B.Tech/B.E.,information technology,68.0,Haryana,2013,575,525,695,-1.9629,1.7488,-1.5051,2.0599,1.2528,2,23
1883,100000,seo executive,NOIDA,m,57.88,up board,2001,52.0,up board,397,2,MCA,computer application,60.0,Uttar Pradesh,2010,355,405,395,-0.4173,-2.1513,0.5269,-0.7603,-1.7093,1,30
1884,210000,project engineer,RAIPUR,m,80.4,state board,2010,60.2,state board,6851,2,B.Tech/B.E.,electronics and communication engineering,81.0,West Bengal,2014,370,335,565,1.8517,0.0459,0.4711,0.2727,1.247,1,22
1885,110000,android developer,CHANDIGARH,m,71.2,state board,2009,52.2,state board,7047,2,MCA,computer application,72.2,Punjab,2015,525,420,320,-0.7335,0.0459,-0.1437,-0.1076,0.0973,0,23
1886,105000,hardware engineer,BANGALORE,m,56.0,state,2009,76.0,board of technical education,8703,2,B.Tech/B.E.,electronics and communication engineering,58.21,Karnataka,2012,375,495,435,-1.8083,0.3838,0.2729,0.1798,-0.1295,1,27
1887,120000,trainee engineer,BHOPAL,m,73.8,mp board,2008,70.0,mp board,3879,2,B.Tech/B.E.,computer science & engineering,72.06,Madhya Pradesh,2012,365,355,385,0.51,0.1498,1.5791,-0.64277,0.5024,1,24
1888,600000,software developer,BANGALORE,m,92.5,state board,2009,83.5,state board,7000,2,B.Tech/B.E.,electronics and communication engineering,77.0,Karnataka,2013,780,680,620,-0.3027,-0.9531,-0.7585,1.0333,-0.8608,2,24
1889,300000,engineer trainee,PUNE,f,78.0,cbse,2010,73.0,cbse,2812,2,B.Tech/B.E.,information technology,75.9,Rajasthan,2014,490,445,320,-0.4463,1.0449,-0.4511,-0.1076,0.0973,0,23
